Format Version,1.21,Take Name,Take 2021-02-24 11.08.39 AM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-02-24 11.08.39 AM,Total Frames in Take,1337,Total Exported Frames,1337,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:104,Unlabeled:104,Unlabeled:104
,,"8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068"
,,Position,Position,Position
Frame,Time,X,Y,Z
557,4.641667,2.452523,0.823592,0.604742
558,4.650000,2.450178,0.822886,0.603050
559,4.658333,2.447934,0.822230,0.601385
560,4.666667,2.445798,0.821613,0.599714
561,4.675000,2.443633,0.820777,0.597763
562,4.683333,2.441421,0.819962,0.596045
563,4.691667,2.439036,0.819072,0.594493
564,4.700000,2.436629,0.818130,0.592796
565,4.708333,2.434215,0.817040,0.591068
566,4.716667,2.431795,0.816400,0.589737
567,4.725000,2.429520,0.815414,0.587975
568,4.733333,2.427158,0.814792,0.586538
569,4.741667,2.424910,0.813895,0.584970
570,4.750000,2.422675,0.813126,0.583512
571,4.758333,2.420514,0.812257,0.582048
572,4.766667,2.418312,0.811621,0.580825
573,4.775000,2.416245,0.810707,0.579266
574,4.783333,2.414121,0.810078,0.577888
575,4.791667,2.411974,0.809682,0.576734
576,4.800000,2.409883,0.809126,0.575302
577,4.808333,2.407834,0.808755,0.573973
578,4.816667,2.405714,0.808527,0.572910
579,4.825000,2.403656,0.808179,0.571617
580,4.833333,2.401705,0.807931,0.570300
581,4.841667,2.399709,0.807697,0.569127
582,4.850000,2.397705,0.807476,0.568052
583,4.858333,2.395764,0.807086,0.566767
584,4.866667,2.393820,0.806776,0.565472
585,4.875000,2.391864,0.806625,0.564445
586,4.883333,2.389989,0.806457,0.563443
587,4.891667,2.388170,0.806227,0.562238
588,4.900000,2.386399,0.806001,0.561009
589,4.908333,2.384511,0.805876,0.559994
590,4.916667,2.382667,0.805532,0.558920
591,4.925000,2.380819,0.805367,0.557871
592,4.933333,2.378961,0.804829,0.556707
593,4.941667,2.377023,0.804767,0.555934
594,4.950000,2.375214,0.804160,0.554745
595,4.958333,2.373382,0.803753,0.553676
596,4.966667,2.371597,0.803428,0.552792
597,4.975000,2.369933,0.803007,0.551830
598,4.983333,2.368315,0.802693,0.550891
599,4.991667,2.365653,0.805258,0.552693
600,5.000000,2.364801,0.802426,0.549421
601,5.008333,2.363381,0.802028,0.548654
602,5.016667,2.362030,0.801568,0.547760
603,5.025000,2.360755,0.800962,0.546975
604,5.033333,2.359365,0.800282,0.546171
605,5.041667,2.358048,0.799565,0.545495
606,5.050000,2.356707,0.798722,0.544701
607,5.058333,2.355437,0.797977,0.543990
608,5.066667,2.354154,0.797231,0.543184
609,5.075000,2.352916,0.796590,0.542590
610,5.083333,2.351769,0.795989,0.541878
611,5.091667,2.350628,0.795458,0.541178
612,5.100000,2.349626,0.794874,0.540508
613,5.108333,2.348634,0.794199,0.539797
614,5.116667,2.347719,0.793498,0.539251
615,5.125000,2.346714,0.792746,0.538658
616,5.133333,2.345833,0.792082,0.538126
617,5.141667,2.344978,0.791504,0.537634
618,5.150000,2.344128,0.790977,0.537074
619,5.158333,2.343304,0.790582,0.536653
620,5.166667,2.342571,0.790185,0.536349
621,5.175000,2.341851,0.789759,0.535974
622,5.183333,2.341205,0.789426,0.535669
623,5.191667,2.340651,0.789191,0.535522
624,5.200000,2.340195,0.789038,0.535382
625,5.208333,2.339755,0.788977,0.535235
626,5.216667,2.339331,0.789025,0.535165
627,5.225000,2.338992,0.789130,0.535121
628,5.233333,2.338678,0.789327,0.535134
629,5.241667,2.338428,0.789647,0.535213
630,5.250000,2.338215,0.790047,0.535368
631,5.258333,2.338087,0.790585,0.535566
632,5.266667,2.337988,0.791199,0.535772
633,5.275000,2.337975,0.791957,0.536029
634,5.283333,2.338055,0.792779,0.536402
635,5.291667,2.338136,0.793559,0.536755
636,5.300000,2.338305,0.794466,0.537200
637,5.308333,2.338560,0.795338,0.537633
638,5.316667,2.338850,0.796313,0.538151
639,5.325000,2.339170,0.797329,0.538722
640,5.333333,2.339434,0.798366,0.539243
641,5.341667,2.339721,0.799394,0.539753
642,5.350000,2.340033,0.800499,0.540370
643,5.358333,2.340350,0.801715,0.541038
644,5.366667,2.340710,0.802955,0.541645
645,5.375000,2.340982,0.804248,0.542215
646,5.383333,2.341859,0.804996,0.542624
647,5.391667,2.342288,0.806280,0.543285
648,5.400000,2.342721,0.807647,0.543945
649,5.408333,2.343270,0.809086,0.544728
650,5.416667,2.343800,0.810450,0.545557
651,5.425000,2.344303,0.811707,0.546336
652,5.433333,2.344839,0.812903,0.547057
653,5.441667,2.345370,0.814094,0.547789
654,5.450000,2.345885,0.815466,0.548595
655,5.458333,2.346411,0.816865,0.549333
656,5.466667,2.346897,0.818361,0.550087
657,5.475000,2.347482,0.819812,0.550902
658,5.483333,2.348134,0.821192,0.551736
659,5.491667,2.348794,0.822481,0.552474
660,5.500000,2.349454,0.823805,0.553264
661,5.508333,2.350210,0.825279,0.554176
662,5.516667,2.350861,0.826763,0.555032
663,5.525000,2.351529,0.828214,0.555931
664,5.533333,2.352240,0.829623,0.556931
665,5.541667,2.352990,0.830882,0.557724
666,5.550000,2.353832,0.832174,0.558680
667,5.558333,2.354740,0.833428,0.559493
668,5.566667,2.355746,0.834653,0.560337
669,5.575000,2.356706,0.835808,0.561146
670,5.583333,2.357726,0.837079,0.562158
671,5.591667,2.358703,0.838343,0.563072
672,5.600000,2.359700,0.839651,0.564024
673,5.608333,2.360660,0.840934,0.564895
674,5.616667,2.361687,0.842189,0.565753
675,5.625000,2.362643,0.843502,0.566519
676,5.633333,2.363714,0.845082,0.567589
677,5.641667,2.364740,0.846479,0.568503
678,5.650000,2.365862,0.847892,0.569517
679,5.658333,2.367089,0.849151,0.570401
680,5.666667,2.368326,0.850326,0.571262
681,5.675000,2.369627,0.851520,0.572300
682,5.683333,2.370952,0.852752,0.573472
683,5.691667,2.372204,0.853794,0.574502
684,5.700000,2.373508,0.854895,0.575629
685,5.708333,2.374901,0.856002,0.576721
686,5.716667,2.376412,0.857176,0.577874
687,5.725000,2.377901,0.858411,0.579191
688,5.733333,2.379420,0.859422,0.580317
689,5.741667,2.381042,0.860415,0.581444
690,5.750000,2.382641,0.861430,0.582575
691,5.758333,2.384230,0.862675,0.583908
692,5.766667,2.385803,0.863942,0.585331
693,5.775000,2.387116,0.867190,0.588737
694,5.783333,2.389242,0.865891,0.587701
695,5.791667,2.391009,0.866771,0.588926
696,5.800000,2.392474,0.870146,0.592684
697,5.808333,2.394715,0.868817,0.591654
698,5.816667,2.396753,0.869628,0.592916
699,5.825000,2.398644,0.870760,0.594418
700,5.833333,2.400243,0.874057,0.598046
701,5.841667,2.402596,0.872586,0.596973
702,5.850000,2.404545,0.873572,0.598394
703,5.858333,2.406418,0.874642,0.599963
704,5.866667,2.408354,0.875376,0.601314
705,5.875000,2.410182,0.876154,0.602578
706,5.883333,2.412040,0.877148,0.604071
707,5.891667,2.413867,0.878031,0.605436
708,5.900000,2.415584,0.879036,0.606903
709,5.908333,2.417249,0.879937,0.608239
710,5.916667,2.418900,0.880740,0.609617
711,5.925000,2.420489,0.881441,0.611012
712,5.933333,2.421600,0.884438,0.614699
713,5.941667,2.423444,0.882878,0.613994
714,5.950000,2.424983,0.883440,0.615442
715,5.958333,2.426006,0.886295,0.619253
716,5.966667,2.427784,0.884688,0.618632
717,5.975000,2.429253,0.885229,0.620159
718,5.983333,2.430712,0.885874,0.621836
719,5.991667,2.432329,0.886299,0.623374
720,6.000000,2.434037,0.886765,0.625129
721,6.008333,2.435847,0.887003,0.626858
722,6.016667,2.437684,0.887296,0.628616
723,6.025000,2.439633,0.887539,0.630442
724,6.033333,2.441553,0.887922,0.632364
725,6.041667,2.443569,0.888061,0.634095
726,6.050000,2.445558,0.888350,0.636002
727,6.058333,2.447555,0.888704,0.637886
728,6.066667,2.449739,0.888929,0.639712
729,6.075000,2.451923,0.889355,0.641676
730,6.083333,2.454251,0.889640,0.643557
731,6.091667,2.456746,0.889830,0.645426
732,6.100000,2.459323,0.890024,0.647341
733,6.108333,2.461608,0.892600,0.651480
734,6.116667,2.464200,0.892733,0.653365
735,6.125000,2.467184,0.890700,0.653119
736,6.133333,2.469777,0.890966,0.655021
737,6.141667,2.472356,0.891540,0.657092
738,6.150000,2.474931,0.891941,0.659089
739,6.158333,2.477640,0.892174,0.660853
740,6.166667,2.480420,0.892314,0.662767
741,6.175000,2.483110,0.892541,0.664826
742,6.183333,2.485368,0.894732,0.668947
743,6.191667,2.488209,0.894840,0.670994
744,6.200000,2.491379,0.892739,0.670898
745,6.208333,2.494249,0.892835,0.672971
746,6.216667,2.497234,0.892967,0.674804
747,6.225000,2.500103,0.892996,0.676699
748,6.233333,2.503011,0.893116,0.678729
749,6.241667,2.505656,0.893476,0.680951
750,6.250000,2.508514,0.893230,0.682865
751,6.258333,2.511554,0.892947,0.684847
752,6.266667,2.514590,0.892502,0.686848
753,6.275000,2.518011,0.891968,0.688961
754,6.283333,2.520654,0.893638,0.693037
755,6.291667,2.524338,0.891233,0.693046
756,6.300000,2.527044,0.892859,0.697060
757,6.308333,2.530782,0.890351,0.696993
758,6.316667,2.533984,0.889821,0.698960
759,6.325000,2.536963,0.891903,0.703136
760,6.333333,2.540122,0.891305,0.705028
761,6.341667,2.543266,0.890632,0.706951
762,6.350000,2.546431,0.889859,0.708852
763,6.358333,2.549529,0.889049,0.710772
764,6.366667,2.552526,0.888227,0.712686
765,6.375000,2.555476,0.887298,0.714551
766,6.383333,2.558298,0.886371,0.716423
767,6.391667,2.561191,0.885367,0.718306
768,6.400000,2.564044,0.884379,0.720149
769,6.408333,2.566871,0.883353,0.722005
770,6.416667,2.569725,0.882217,0.723848
771,6.425000,2.572576,0.880889,0.725625
772,6.433333,2.575483,0.879414,0.727350
773,6.441667,2.578350,0.877857,0.729051
774,6.450000,2.581149,0.876278,0.730666
775,6.458333,2.583827,0.874802,0.732208
776,6.466667,2.586528,0.873610,0.733735
777,6.475000,2.588970,0.872482,0.735156
778,6.483333,2.591290,0.871396,0.736323
779,6.491667,2.593609,0.870386,0.737594
780,6.500000,2.595790,0.869459,0.738949
781,6.508333,2.598060,0.868498,0.740094
782,6.516667,2.600335,0.867540,0.741166
783,6.525000,2.602544,0.866373,0.742194
784,6.533333,2.604757,0.865255,0.743269
785,6.541667,2.606843,0.864036,0.744339
786,6.550000,2.608975,0.862882,0.745371
787,6.558333,2.610914,0.861805,0.746319
788,6.566667,2.612887,0.860919,0.747174
789,6.575000,2.614657,0.860034,0.748055
790,6.583333,2.616441,0.859346,0.748871
791,6.591667,2.617994,0.858594,0.749699
792,6.600000,2.619391,0.857915,0.750487
793,6.608333,2.620663,0.857326,0.751255
794,6.616667,2.621722,0.856593,0.752032
795,6.625000,2.622621,0.855994,0.752796
796,6.633333,2.623433,0.855425,0.753599
797,6.641667,2.624218,0.854896,0.754376
798,6.650000,2.625016,0.854302,0.755130
799,6.658333,2.625850,0.853589,0.755816
800,6.666667,2.626745,0.852785,0.756447
801,6.675000,2.627748,0.851875,0.757032
802,6.683333,2.628759,0.850762,0.757677
803,6.691667,2.629677,0.849611,0.758320
804,6.700000,2.630524,0.848189,0.758933
805,6.708333,2.631252,0.846779,0.759524
806,6.716667,2.631932,0.845533,0.760092
807,6.725000,2.632489,0.844361,0.760684
808,6.733333,2.632929,0.843209,0.761199
809,6.741667,2.633226,0.842139,0.761755
810,6.750000,2.633469,0.841262,0.762272
811,6.758333,2.633600,0.840440,0.762870
812,6.766667,2.633778,0.839791,0.763402
813,6.775000,2.634045,0.839116,0.763862
814,6.783333,2.634376,0.838342,0.764298
815,6.791667,2.634789,0.837497,0.764653
816,6.800000,2.635329,0.836409,0.764997
817,6.808333,2.635904,0.835229,0.765354
818,6.816667,2.636450,0.833960,0.765791
819,6.825000,2.636992,0.832594,0.766130
820,6.833333,2.637466,0.831347,0.766523
821,6.841667,2.637929,0.830341,0.766811
822,6.850000,2.638304,0.829600,0.767119
823,6.858333,2.638689,0.829018,0.767378
824,6.866667,2.639070,0.828621,0.767592
825,6.875000,2.639533,0.828294,0.767816
826,6.883333,2.640089,0.827835,0.768017
827,6.891667,2.640726,0.827270,0.768178
828,6.900000,2.641465,0.826402,0.768250
829,6.908333,2.642087,0.825403,0.768314
830,6.916667,2.642662,0.824113,0.768435
831,6.925000,2.643065,0.822982,0.768634
832,6.933333,2.643399,0.821992,0.768932
833,6.941667,2.643605,0.821379,0.769227
834,6.950000,2.643800,0.820952,0.769513
835,6.958333,2.644041,0.820663,0.769763
836,6.966667,2.644359,0.820443,0.769991
837,6.975000,2.644700,0.820189,0.770149
838,6.983333,2.645095,0.819814,0.770305
839,6.991667,2.645584,0.819297,0.770580
840,7.000000,2.645371,0.818098,0.770829
841,7.008333,2.645931,0.817571,0.771103
842,7.016667,2.646581,0.816917,0.771375
843,7.025000,2.647266,0.816279,0.771689
844,7.033333,2.648700,0.816205,0.772008
845,7.041667,2.648621,0.814711,0.772266
846,7.050000,2.649260,0.813749,0.772569
847,7.058333,2.649825,0.812787,0.772949
848,7.066667,2.650418,0.811918,0.773267
849,7.075000,2.651031,0.811087,0.773552
850,7.083333,2.651603,0.810372,0.773831
851,7.091667,2.652150,0.810001,0.773990
852,7.100000,2.652787,0.809828,0.774179
853,7.108333,2.653359,0.809857,0.774366
854,7.116667,2.653832,0.809959,0.774522
855,7.125000,2.655025,0.810623,0.774752
856,7.133333,2.654526,0.809763,0.774901
857,7.141667,2.654737,0.809229,0.775175
858,7.150000,2.654890,0.808482,0.775494
859,7.158333,2.654992,0.807671,0.775828
860,7.166667,2.655200,0.806806,0.776170
861,7.175000,2.655476,0.805938,0.776467
862,7.183333,2.655696,0.805091,0.776712
863,7.191667,2.656030,0.804286,0.776845
864,7.200000,2.656302,0.803416,0.776986
865,7.208333,2.656539,0.802511,0.777185
866,7.216667,2.656736,0.801308,0.777363
867,7.225000,2.656837,0.799920,0.777486
868,7.233333,2.656903,0.798458,0.777671
869,7.241667,2.656968,0.797167,0.777776
870,7.250000,2.656998,0.795929,0.777921
871,7.258333,2.657079,0.794906,0.778112
872,7.266667,2.657176,0.793997,0.778345
873,7.275000,2.657263,0.793095,0.778540
874,7.283333,2.657363,0.791991,0.778646
875,7.291667,2.657387,0.790961,0.778718
876,7.300000,2.657415,0.790077,0.778809
877,7.308333,2.657383,0.789161,0.778929
878,7.316667,2.657316,0.788378,0.779042
879,7.325000,2.657231,0.787774,0.779227
880,7.333333,2.657160,0.787311,0.779509
881,7.341667,2.657113,0.786857,0.779710
882,7.350000,2.657096,0.786232,0.779902
883,7.358333,2.657080,0.785291,0.780091
884,7.366667,2.657166,0.784821,0.780213
885,7.375000,2.657333,0.784929,0.780374
886,7.383333,2.657373,0.784989,0.780579
887,7.391667,2.657335,0.785072,0.780792
888,7.400000,2.657188,0.785094,0.781036
889,7.408333,2.656958,0.785053,0.781331
890,7.416667,2.656722,0.785030,0.781622
891,7.425000,2.656605,0.784996,0.781915
892,7.433333,2.656572,0.784961,0.782179
893,7.441667,2.656700,0.785032,0.782419
894,7.450000,2.656921,0.785081,0.782619
895,7.458333,2.657159,0.785161,0.782896
896,7.466667,2.658150,0.785812,0.783316
897,7.475000,2.658321,0.785830,0.783766
898,7.483333,2.657792,0.785338,0.784138
899,7.491667,2.658109,0.785359,0.784595
900,7.500000,2.658516,0.785362,0.785009
901,7.508333,2.659005,0.785335,0.785395
902,7.516667,2.660258,0.785946,0.785833
903,7.525000,2.660791,0.785997,0.786097
904,7.533333,2.661331,0.786053,0.786260
905,7.541667,2.661772,0.786045,0.786309
906,7.550000,2.661352,0.785484,0.786344
907,7.558333,2.661522,0.785461,0.786415
908,7.566667,2.662343,0.786058,0.786563
909,7.575000,2.662436,0.786047,0.786760
910,7.583333,2.662508,0.786020,0.787075
911,7.591667,2.662614,0.785993,0.787436
912,7.600000,2.662726,0.785963,0.787835
913,7.608333,2.662151,0.785400,0.788181
914,7.616667,2.662369,0.785420,0.788551
915,7.625000,2.662563,0.785420,0.788904
916,7.633333,2.662783,0.785429,0.789239
917,7.641667,2.663055,0.785399,0.789561
918,7.650000,2.664064,0.786000,0.789862
919,7.658333,2.664293,0.786009,0.790119
920,7.666667,2.664475,0.786068,0.790308
921,7.675000,2.663895,0.785647,0.790457
922,7.683333,2.664681,0.786665,0.790580
923,7.691667,2.664639,0.787189,0.790592
924,7.700000,2.664598,0.786865,0.790695
925,7.708333,2.663828,0.785537,0.790689
926,7.716667,2.663787,0.785564,0.790658
927,7.725000,2.663692,0.785529,0.790636
928,7.733333,2.664276,0.786117,0.790543
929,7.741667,2.664153,0.786110,0.790441
930,7.750000,2.664122,0.786113,0.790410
931,7.758333,2.664142,0.786106,0.790399
932,7.766667,2.664131,0.786097,0.790423
933,7.775000,2.664134,0.786107,0.790406
934,7.783333,2.664130,0.786109,0.790410
935,7.791667,2.664134,0.786116,0.790414
936,7.800000,2.664129,0.786109,0.790414
937,7.808333,2.664133,0.786101,0.790405
938,7.816667,2.664137,0.786115,0.790428
939,7.825000,2.664136,0.786110,0.790405
940,7.833333,2.664140,0.786097,0.790406
941,7.841667,2.664138,0.786117,0.790404
942,7.850000,2.664137,0.786119,0.790410
943,7.858333,2.664143,0.786108,0.790406
944,7.866667,2.664144,0.786113,0.790409
945,7.875000,2.664137,0.786098,0.790399
946,7.883333,2.664150,0.786111,0.790415
947,7.891667,2.664142,0.786113,0.790422
948,7.900000,2.664142,0.786104,0.790416
949,7.908333,2.664127,0.786124,0.790405
950,7.916667,2.664124,0.786118,0.790403
951,7.925000,2.664124,0.786115,0.790415
952,7.933333,2.664129,0.786121,0.790400
953,7.941667,2.664120,0.786118,0.790413
954,7.950000,2.664127,0.786121,0.790417
955,7.958333,2.664118,0.786114,0.790394
956,7.966667,2.664122,0.786119,0.790416
957,7.975000,2.664123,0.786101,0.790410
958,7.983333,2.664132,0.786124,0.790406
959,7.991667,2.664126,0.786102,0.790414
960,8.000000,2.664133,0.786126,0.790401
961,8.008333,2.664140,0.786119,0.790418
962,8.016667,2.664139,0.786121,0.790411
963,8.025000,2.664138,0.786125,0.790413
964,8.033333,2.664139,0.786128,0.790416
965,8.041667,2.664143,0.786111,0.790413
966,8.050000,2.664149,0.786113,0.790413
967,8.058333,2.664142,0.786123,0.790400
968,8.066667,2.664111,0.786107,0.790418
969,8.075000,2.664129,0.786125,0.790416
970,8.083333,2.664133,0.786121,0.790422
971,8.091667,2.664122,0.786122,0.790414
972,8.100000,2.664125,0.786132,0.790417
973,8.108333,2.664119,0.786119,0.790424
974,8.116667,2.664120,0.786105,0.790409
975,8.125000,2.664112,0.786096,0.790399
976,8.133333,2.664124,0.786104,0.790406
977,8.141667,2.664134,0.786111,0.790412
978,8.150000,2.664129,0.786107,0.790417
979,8.158333,2.664134,0.786121,0.790411
980,8.166667,2.664127,0.786117,0.790430
981,8.175000,2.664138,0.786126,0.790412
982,8.183333,2.664142,0.786129,0.790430
983,8.191667,2.664129,0.786109,0.790399
984,8.200000,2.664134,0.786127,0.790430
985,8.208333,2.664141,0.786114,0.790408
986,8.216667,2.664129,0.786110,0.790418
987,8.225000,2.664128,0.786093,0.790419
988,8.233333,2.664119,0.786095,0.790427
989,8.241667,2.664114,0.786137,0.790417
990,8.250000,2.664113,0.786107,0.790413
991,8.258333,2.664102,0.786106,0.790409
992,8.266667,2.664111,0.786127,0.790414
993,8.275000,2.664102,0.786098,0.790405
994,8.283333,2.664111,0.786094,0.790400
995,8.291667,2.664124,0.786107,0.790418
996,8.300000,2.664116,0.786103,0.790403
997,8.308333,2.664120,0.786122,0.790425
998,8.316667,2.664133,0.786108,0.790418
999,8.325000,2.664125,0.786105,0.790415
1000,8.333333,2.664123,0.786117,0.790419
1001,8.341667,2.664126,0.786103,0.790412
1002,8.350000,2.664123,0.786104,0.790411
1003,8.358333,2.664129,0.786124,0.790420
1004,8.366667,2.664130,0.786128,0.790409
1005,8.375000,2.664129,0.786115,0.790408
1006,8.383333,2.664129,0.786116,0.790407
1007,8.391667,2.664130,0.786129,0.790400
1008,8.400000,2.664129,0.786131,0.790424
1009,8.408333,2.664129,0.786107,0.790395
1010,8.416667,2.664128,0.786130,0.790419
1011,8.425000,2.664125,0.786113,0.790404
1012,8.433333,2.664120,0.786114,0.790413
1013,8.441667,2.664113,0.786120,0.790411
1014,8.450000,2.664126,0.786140,0.790409
1015,8.458333,2.664126,0.786132,0.790418
1016,8.466667,2.664129,0.786104,0.790416
1017,8.475000,2.664127,0.786105,0.790414
1018,8.483333,2.664129,0.786133,0.790417
1019,8.491667,2.664125,0.786110,0.790403
1020,8.500000,2.664134,0.786117,0.790402
1021,8.508333,2.664137,0.786120,0.790415
1022,8.516667,2.664135,0.786127,0.790426
1023,8.525000,2.664120,0.786115,0.790405
1024,8.533333,2.664135,0.786134,0.790419
1025,8.541667,2.664134,0.786135,0.790427
1026,8.550000,2.664123,0.786120,0.790404
1027,8.558333,2.664124,0.786139,0.790416
1028,8.566667,2.664133,0.786120,0.790392
1029,8.575000,2.664113,0.786110,0.790406
1030,8.583333,2.664126,0.786130,0.790415
1031,8.591667,2.664118,0.786109,0.790406
1032,8.600000,2.664129,0.786120,0.790412
1033,8.608333,2.664129,0.786109,0.790417
1034,8.616667,2.664120,0.786104,0.790411
1035,8.625000,2.664129,0.786120,0.790403
1036,8.633333,2.664135,0.786125,0.790425
1037,8.641667,2.664135,0.786127,0.790412
1038,8.650000,2.664110,0.786117,0.790401
1039,8.658333,2.664130,0.786141,0.790414
1040,8.666667,2.664113,0.786118,0.790406
1041,8.675000,2.664117,0.786125,0.790406
1042,8.683333,2.664121,0.786116,0.790412
1043,8.691667,2.664142,0.786124,0.790402
1044,8.700000,2.664123,0.786127,0.790412
1045,8.708333,2.664135,0.786131,0.790417
1046,8.716667,2.664129,0.786111,0.790416
1047,8.725000,2.664129,0.786131,0.790409
1048,8.733333,2.664111,0.786114,0.790406
1049,8.741667,2.664126,0.786106,0.790408
1050,8.750000,2.664119,0.786114,0.790405
1051,8.758333,2.664122,0.786110,0.790405
1052,8.766667,2.664130,0.786128,0.790408
1053,8.775000,2.664127,0.786104,0.790401
1054,8.783333,2.664128,0.786119,0.790407
1055,8.791667,2.664127,0.786125,0.790407
1056,8.800000,2.664134,0.786104,0.790405
1057,8.808333,2.664122,0.786121,0.790407
1058,8.816667,2.664121,0.786113,0.790408
1059,8.825000,2.664137,0.786133,0.790430
1060,8.833333,2.664129,0.786124,0.790419
1061,8.841667,2.664119,0.786117,0.790411
1062,8.850000,2.664122,0.786130,0.790413
1063,8.858333,2.664115,0.786099,0.790405
1064,8.866667,2.664121,0.786109,0.790417
1065,8.875000,2.664116,0.786110,0.790408
1066,8.883333,2.664120,0.786122,0.790418
1067,8.891667,2.664124,0.786129,0.790420
1068,8.900000,2.664128,0.786120,0.790410
1069,8.908333,2.664119,0.786116,0.790414
1070,8.916667,2.664118,0.786125,0.790419
1071,8.925000,2.664120,0.786123,0.790412
1072,8.933333,2.664109,0.786108,0.790409
1073,8.941667,2.663381,0.785498,0.790388
1074,8.950000,2.664131,0.786129,0.790408
1075,8.958333,2.664137,0.786145,0.790421
1076,8.966667,2.664123,0.786122,0.790419
1077,8.975000,2.664124,0.786125,0.790403
1078,8.983333,2.664120,0.786136,0.790411
1079,8.991667,2.664129,0.786111,0.790412
1080,9.000000,2.664127,0.786133,0.790424
1081,9.008333,2.664109,0.786113,0.790407
1082,9.016667,2.664112,0.786120,0.790422
1083,9.025000,2.664117,0.786122,0.790418
1084,9.033333,2.664109,0.786121,0.790404
1085,9.041667,2.664114,0.786129,0.790412
1086,9.050000,2.664123,0.786135,0.790412
1087,9.058333,2.664109,0.786126,0.790412
1088,9.066667,2.664115,0.786123,0.790407
1089,9.075000,2.664110,0.786127,0.790419
1090,9.083333,2.664106,0.786121,0.790416
1091,9.091667,2.664101,0.786121,0.790417
1092,9.100000,2.664129,0.786126,0.790423
1093,9.108333,2.664128,0.786112,0.790417
1094,9.116667,2.664134,0.786117,0.790414
1095,9.125000,2.664131,0.786135,0.790422
1096,9.133333,2.664126,0.786126,0.790425
1097,9.141667,2.664131,0.786131,0.790422
1098,9.150000,2.664139,0.786132,0.790420
1099,9.158333,2.664138,0.786118,0.790402
1100,9.166667,2.664145,0.786118,0.790402
1101,9.175000,2.664136,0.786133,0.790422
1102,9.183333,2.664125,0.786100,0.790399
1103,9.191667,2.664130,0.786133,0.790421
1104,9.200000,2.664124,0.786122,0.790405
1105,9.208333,2.664126,0.786116,0.790413
1106,9.216667,2.664118,0.786121,0.790412
1107,9.225000,2.664114,0.786120,0.790423
1108,9.233333,2.664116,0.786124,0.790414
1109,9.241667,2.664122,0.786137,0.790425
1110,9.250000,2.664120,0.786130,0.790417
1111,9.258333,2.664125,0.786125,0.790408
1112,9.266667,2.664135,0.786133,0.790424
1113,9.275000,2.664127,0.786113,0.790410
1114,9.283333,2.664141,0.786124,0.790409
1115,9.291667,2.664144,0.786127,0.790416
1116,9.300000,2.664140,0.786145,0.790414
1117,9.308333,2.664145,0.786124,0.790411
1118,9.316667,2.664142,0.786138,0.790427
1119,9.325000,2.664134,0.786133,0.790422
1120,9.333333,2.664128,0.786118,0.790409
1121,9.341667,2.664130,0.786108,0.790400
1122,9.350000,2.664131,0.786123,0.790417
1123,9.358333,2.664135,0.786135,0.790410
1124,9.366667,2.664133,0.786135,0.790411
1125,9.375000,2.664124,0.786116,0.790405
1126,9.383333,2.664123,0.786116,0.790409
1127,9.391667,2.664115,0.786120,0.790411
1128,9.400000,2.664122,0.786124,0.790420
1129,9.408333,2.664128,0.786122,0.790402
1130,9.416667,2.664115,0.786115,0.790398
1131,9.425000,2.664130,0.786118,0.790417
1132,9.433333,2.664126,0.786113,0.790420
1133,9.441667,2.664136,0.786143,0.790416
1134,9.450000,2.664114,0.786136,0.790410
1135,9.458333,2.664133,0.786136,0.790410
1136,9.466667,2.664121,0.786115,0.790413
1137,9.475000,2.664140,0.786117,0.790411
1138,9.483333,2.664129,0.786116,0.790413
1139,9.491667,2.664130,0.786115,0.790409
1140,9.500000,2.664137,0.786111,0.790409
1141,9.508333,2.664123,0.786125,0.790412
1142,9.516667,2.664118,0.786129,0.790416
1143,9.525000,2.664125,0.786117,0.790392
1144,9.533333,2.664120,0.786125,0.790413
1145,9.541667,2.664128,0.786121,0.790409
1146,9.550000,2.664127,0.786124,0.790403
1147,9.558333,2.664117,0.786121,0.790416
1148,9.566667,2.664115,0.786129,0.790419
1149,9.575000,2.664111,0.786126,0.790412
1150,9.583333,2.664120,0.786119,0.790412
1151,9.591667,2.664120,0.786123,0.790400
1152,9.600000,2.664110,0.786129,0.790408
1153,9.608333,2.664115,0.786118,0.790415
1154,9.616667,2.664134,0.786133,0.790407
1155,9.625000,2.664129,0.786133,0.790415
1156,9.633333,2.664126,0.786128,0.790411
1157,9.641667,2.664138,0.786124,0.790415
1158,9.650000,2.664127,0.786120,0.790409
1159,9.658333,2.664127,0.786135,0.790410
1160,9.666667,2.664121,0.786132,0.790416
1161,9.675000,2.664125,0.786120,0.790417
1162,9.683333,2.664135,0.786133,0.790407
1163,9.691667,2.664132,0.786130,0.790409
1164,9.700000,2.664132,0.786120,0.790410
1165,9.708333,2.664134,0.786134,0.790412
1166,9.716667,2.663387,0.785517,0.790406
1167,9.725000,2.664119,0.786124,0.790413
1168,9.733333,2.664125,0.786131,0.790417
1169,9.741667,2.664126,0.786122,0.790421
1170,9.750000,2.664119,0.786123,0.790407
1171,9.758333,2.664104,0.786113,0.790405
1172,9.766667,2.664111,0.786122,0.790412
1173,9.775000,2.664124,0.786117,0.790406
